id,edad,nivel_edu,ingreso_mensual,sexo,anios_esc
7263,79,Primaria incompleta,5160,Mujer,0
7264,24,Prrimaria completa,5805,Mujer,8
7265,38,Secundaria completa,7740,Mujer,9
7266,37,Secundaria completa,4300,Hombre,9
7267,23,Secundaria completa,5160,Mujer,9
7268,26,Secundaria completa,6450,Hombre,9
7269,47,Medio superior y superior,28000,Hombre,17
7270,14,Prrimaria completa,1720,Hombre,7
7271,35,Medio superior y superior,17200,Hombre,15
7272,32,Secundaria completa,6450,Hombre,11
7273,31,Secundaria completa,9460,Hombre,9
7274,32,Secundaria completa,4300,Mujer,9
7275,33,Secundaria completa,6880,Hombre,9
7276,31,Secundaria completa,8600,Hombre,9
7277,48,Secundaria completa,8600,Hombre,9
7278,40,Medio superior y superior,25800,Hombre,17
7279,40,Secundaria completa,6480,Hombre,9
7280,65,Primaria incompleta,4167,Hombre,3
7281,20,Prrimaria completa,25800,Hombre,6
7282,39,Prrimaria completa,4515,Mujer,6
7283,61,Primaria incompleta,3440,Hombre,3
7284,61,Prrimaria completa,1720,Mujer,9
7285,66,Secundaria completa,2150,Hombre,9
7286,52,Prrimaria completa,4300,Hombre,6
7287,30,Secundaria completa,6020,Hombre,9
7288,49,Secundaria completa,5160,Hombre,9
7289,52,Secundaria completa,6450,Hombre,10
7290,31,Medio superior y superior,16000,Hombre,16
7291,37,Secundaria completa,7630,Hombre,9
7292,27,Medio superior y superior,16000,Hombre,18
7293,25,Medio superior y superior,9000,Mujer,17
7294,65,Primaria incompleta,2580,Hombre,2
7295,23,Secundaria completa,5160,Mujer,10
7296,22,Secundaria completa,7460,Mujer,9
7297,20,Secundaria completa,4600,Mujer,9
7298,33,Medio superior y superior,10750,Hombre,12
7299,21,Medio superior y superior,5160,Hombre,12
7300,26,Medio superior y superior,1250,Hombre,12
7301,29,Medio superior y superior,3870,Mujer,12
7302,66,Primaria incompleta,1290,Mujer,2
7303,63,Prrimaria completa,1000,Mujer,6
7304,44,Medio superior y superior,12000,Hombre,12
7305,43,Secundaria completa,21000,Hombre,9
7306,20,Secundaria completa,5160,Hombre,9
7307,37,Secundaria completa,5160,Hombre,9
7308,23,Secundaria completa,4300,Hombre,9
7309,59,Secundaria completa,6080,Hombre,9
7310,32,Medio superior y superior,12000,Hombre,17
7311,49,Secundaria completa,6450,Mujer,9
7312,22,Secundaria completa,8600,Mujer,12
7313,36,Primaria incompleta,12900,Hombre,3
7314,37,Primaria incompleta,3440,Hombre,2
7315,58,Medio superior y superior,7740,Hombre,12
7316,29,Prrimaria completa,7740,Hombre,8
7317,36,Primaria incompleta,12040,Hombre,0
7318,54,Medio superior y superior,6450,Mujer,14
7319,39,Medio superior y superior,5160,Hombre,12
7320,32,Medio superior y superior,19000,Mujer,15
7321,27,Secundaria completa,8600,Hombre,9
7322,45,Prrimaria completa,4300,Hombre,6
7323,21,Secundaria completa,25800,Hombre,9
7324,18,Secundaria completa,15050,Hombre,9
7325,17,Secundaria completa,2838,Mujer,9
7326,42,Secundaria completa,5000,Mujer,10
7327,24,Secundaria completa,7740,Hombre,9
7328,21,Secundaria completa,3600,Mujer,11
7329,59,Prrimaria completa,1720,Mujer,6
7330,41,Secundaria completa,3870,Mujer,9
7331,39,Primaria incompleta,3000,Hombre,0
7332,43,Secundaria completa,3440,Hombre,9
7333,29,Primaria incompleta,3870,Hombre,2
7334,25,Secundaria completa,7740,Hombre,9
7335,45,Secundaria completa,3225,Hombre,9
7336,62,Primaria incompleta,6450,Hombre,5
7337,33,Medio superior y superior,8000,Hombre,15
7338,41,Prrimaria completa,7740,Mujer,6
7339,50,Secundaria completa,6000,Mujer,12
7340,38,Prrimaria completa,4800,Mujer,6
7341,47,Secundaria completa,2064,Hombre,9
7342,48,Medio superior y superior,1290,Mujer,15
7343,28,Prrimaria completa,8600,Hombre,6
7344,50,Secundaria completa,6020,Hombre,9
7345,41,Primaria incompleta,5590,Mujer,3
7346,33,Secundaria completa,3870,Hombre,9
7347,46,Secundaria completa,6450,Mujer,9
7348,42,Prrimaria completa,2580,Mujer,6
7349,65,Primaria incompleta,4300,Hombre,2
7350,31,Prrimaria completa,5160,Mujer,8
7351,27,Medio superior y superior,10000,Hombre,15
7352,20,Secundaria completa,4730,Mujer,9
7353,21,Secundaria completa,10320,Mujer,9
7354,53,Secundaria completa,17800,Hombre,11
7355,41,Medio superior y superior,8000,Mujer,12
7356,24,Secundaria completa,9460,Hombre,9
7357,41,Medio superior y superior,5160,Hombre,12
7358,48,Medio superior y superior,8000,Mujer,12
7359,49,Primaria incompleta,6450,Mujer,3
7360,44,Secundaria completa,4300,Mujer,9
7361,23,Secundaria completa,6450,Hombre,9
7362,43,Medio superior y superior,3440,Hombre,16
7363,17,Secundaria completa,3010,Hombre,11
7364,63,Secundaria completa,1500,Hombre,9
7365,27,Medio superior y superior,10750,Hombre,17
7366,52,Medio superior y superior,13760,Mujer,17
7367,50,Prrimaria completa,5160,Mujer,8
7368,59,Prrimaria completa,4300,Mujer,6
7369,35,Secundaria completa,9460,Hombre,9
7370,29,Secundaria completa,5590,Hombre,9
7371,48,Secundaria completa,7600,Hombre,9
7372,42,Secundaria completa,9000,Hombre,9
7373,54,Prrimaria completa,5590,Mujer,6
7374,38,Prrimaria completa,9000,Mujer,6
7375,44,Prrimaria completa,5160,Hombre,6
7376,48,Secundaria completa,2580,Mujer,9
7377,19,Secundaria completa,4300,Hombre,9
7378,36,Secundaria completa,6000,Mujer,9
7379,36,Medio superior y superior,8000,Mujer,16
7380,53,Secundaria completa,15050,Hombre,9
7381,57,Primaria incompleta,4300,Mujer,5
7382,28,Prrimaria completa,5590,Hombre,7
7383,18,Secundaria completa,15050,Mujer,9
7384,50,Secundaria completa,6020,Hombre,9
7385,68,Primaria incompleta,1500,Mujer,2
7386,44,Primaria incompleta,7500,Hombre,0
7387,41,Secundaria completa,4400,Hombre,9
7388,79,Primaria incompleta,3010,Mujer,0
7389,25,Secundaria completa,3400,Hombre,9
7390,47,Medio superior y superior,10320,Mujer,12
7391,48,Secundaria completa,6020,Hombre,9
7392,36,Medio superior y superior,17200,Hombre,16
7393,50,Secundaria completa,8000,Mujer,11
7394,42,Prrimaria completa,6450,Hombre,6
7395,49,Secundaria completa,9000,Hombre,9
7396,31,Medio superior y superior,4000,Mujer,16
7397,64,Secundaria completa,15480,Hombre,9
7398,51,Prrimaria completa,25800,Hombre,6
7399,26,Medio superior y superior,17000,Hombre,16
7400,13,Prrimaria completa,2150,Hombre,6
7401,31,Medio superior y superior,10000,Mujer,19
7402,31,Medio superior y superior,8600,Hombre,12
7403,33,Secundaria completa,5800,Mujer,9
7404,17,Secundaria completa,6450,Hombre,10
7405,31,Medio superior y superior,20000,Hombre,12
7406,23,Secundaria completa,3600,Mujer,9
7407,36,Secundaria completa,8230,Hombre,9
7408,46,Prrimaria completa,6450,Hombre,6
7409,31,Secundaria completa,9000,Hombre,12
7410,23,Medio superior y superior,1548,Hombre,12
7411,36,Medio superior y superior,4300,Mujer,13
7412,25,Secundaria completa,5160,Hombre,9
7413,46,Medio superior y superior,7525,Mujer,14
7414,21,Secundaria completa,5590,Hombre,9
7415,43,Secundaria completa,5590,Hombre,9
7416,59,Secundaria completa,6450,Hombre,9
7417,36,Primaria incompleta,17200,Hombre,4
7418,33,Medio superior y superior,10000,Mujer,16
7419,48,Prrimaria completa,8600,Hombre,6
7420,30,Secundaria completa,4300,Hombre,9
7421,44,Prrimaria completa,1720,Mujer,6
7422,37,Primaria incompleta,1118,Hombre,0
7423,40,Secundaria completa,10750,Hombre,9
7424,25,Medio superior y superior,17200,Hombre,16
7425,28,Primaria incompleta,5160,Hombre,4
7426,39,Secundaria completa,1290,Hombre,10
7427,27,Medio superior y superior,16000,Hombre,17
7428,69,Prrimaria completa,3010,Mujer,9
7429,22,Medio superior y superior,8600,Hombre,12
7430,16,Prrimaria completa,8600,Hombre,8
7431,52,Secundaria completa,1290,Mujer,11
7432,40,Secundaria completa,4800,Hombre,9
7433,39,Medio superior y superior,8000,Hombre,12
7434,23,Secundaria completa,3600,Mujer,11
7435,42,Medio superior y superior,2150,Mujer,12
7436,18,Secundaria completa,3655,Hombre,9
7437,16,Secundaria completa,2580,Hombre,9
7438,49,Prrimaria completa,3870,Mujer,8
7439,42,Prrimaria completa,5000,Hombre,6
7440,46,Medio superior y superior,8000,Mujer,17
7441,20,Secundaria completa,4300,Mujer,9
7442,56,Prrimaria completa,6450,Mujer,6
7443,26,Prrimaria completa,5160,Hombre,6
7444,19,Secundaria completa,1720,Mujer,11
7445,57,Secundaria completa,15000,Hombre,9
7446,30,Medio superior y superior,8600,Mujer,16
7447,17,Secundaria completa,5800,Hombre,9
7448,31,Prrimaria completa,3600,Hombre,6
7449,29,Medio superior y superior,2580,Mujer,12
7450,38,Secundaria completa,2580,Mujer,10
7451,61,Prrimaria completa,6020,Mujer,6
7452,32,Medio superior y superior,5160,Hombre,15
7453,49,Secundaria completa,9830,Hombre,9
7454,43,Secundaria completa,2400,Mujer,9
7455,55,Primaria incompleta,3225,Mujer,3
7456,35,Secundaria completa,3225,Mujer,9
7457,37,Medio superior y superior,8600,Hombre,12
7458,45,Secundaria completa,4730,Hombre,9
7459,39,Secundaria completa,6450,Hombre,9
7460,30,Secundaria completa,10750,Hombre,9
7461,44,Medio superior y superior,10000,Hombre,15
7462,37,Medio superior y superior,16000,Hombre,12
7463,27,Secundaria completa,8600,Hombre,9
7464,64,Prrimaria completa,1075,Hombre,6
7465,46,Medio superior y superior,6450,Hombre,12
7466,38,Medio superior y superior,30000,Hombre,12
7467,42,Medio superior y superior,10400,Hombre,17
7468,21,Prrimaria completa,4730,Hombre,6
7469,28,Medio superior y superior,9800,Mujer,16
7470,21,Medio superior y superior,5160,Mujer,12
7471,49,Prrimaria completa,4500,Hombre,6
7472,56,Prrimaria completa,4500,Mujer,6
7473,61,Primaria incompleta,4500,Hombre,5
7474,43,Secundaria completa,1548,Hombre,11
7475,36,Secundaria completa,4300,Hombre,9
7476,37,Medio superior y superior,9600,Hombre,12
7477,31,Secundaria completa,6000,Hombre,9
7478,64,Primaria incompleta,3000,Mujer,4
7479,59,Medio superior y superior,10750,Hombre,17
7480,74,Prrimaria completa,5000,Mujer,6
7481,35,Medio superior y superior,12600,Mujer,12
7482,49,Medio superior y superior,8600,Hombre,16
7483,34,Secundaria completa,6450,Mujer,9
7484,18,Secundaria completa,6000,Hombre,9
7485,47,Prrimaria completa,3440,Hombre,8
7486,20,Secundaria completa,5160,Hombre,9
7487,19,Medio superior y superior,1247,Mujer,12
7488,20,Secundaria completa,3354,Hombre,9
7489,28,Medio superior y superior,8600,Hombre,12
7490,35,Prrimaria completa,8600,Hombre,6
7491,41,Secundaria completa,8600,Hombre,9
7492,53,Prrimaria completa,3870,Mujer,6
7493,48,Medio superior y superior,30000,Hombre,17
7494,63,Secundaria completa,10000,Mujer,9
7495,42,Secundaria completa,4300,Mujer,9
7496,27,Medio superior y superior,6000,Mujer,13
7497,69,Primaria incompleta,3010,Mujer,4
7498,48,Primaria incompleta,6450,Hombre,3
7499,39,Secundaria completa,6450,Hombre,9
7500,33,Medio superior y superior,24000,Mujer,17
7501,38,Medio superior y superior,12000,Hombre,16
7502,24,Medio superior y superior,8600,Hombre,17
7503,49,Secundaria completa,14000,Mujer,9
7504,46,Medio superior y superior,12000,Hombre,17
7505,77,Primaria incompleta,4500,Mujer,0
7506,28,Medio superior y superior,10000,Mujer,17
7507,55,Medio superior y superior,10750,Hombre,12
7508,39,Prrimaria completa,3010,Mujer,6
7509,36,Secundaria completa,6450,Hombre,9
7510,37,Medio superior y superior,6000,Hombre,12
7511,33,Primaria incompleta,6020,Hombre,2
7512,22,Medio superior y superior,3440,Mujer,12
7513,53,Primaria incompleta,4300,Hombre,0
7514,46,Prrimaria completa,6450,Hombre,6
7515,40,Medio superior y superior,6450,Mujer,14
7516,60,Prrimaria completa,1720,Mujer,6
7517,30,Medio superior y superior,5160,Hombre,12
7518,26,Primaria incompleta,15050,Hombre,3
7519,55,Medio superior y superior,8600,Hombre,12
7520,19,Medio superior y superior,6450,Hombre,12
7521,40,Prrimaria completa,6450,Hombre,7
7522,50,Secundaria completa,5160,Hombre,11
7523,37,Medio superior y superior,2580,Mujer,12
7524,26,Medio superior y superior,7740,Hombre,12
7525,20,Medio superior y superior,10750,Hombre,12
7526,25,Medio superior y superior,6450,Hombre,12
7527,59,Prrimaria completa,3096,Mujer,8
7528,48,Medio superior y superior,11000,Hombre,12
7529,45,Primaria incompleta,1548,Hombre,5
7530,28,Medio superior y superior,1290,Hombre,14
7531,56,Secundaria completa,15050,Hombre,9
7532,38,Secundaria completa,3870,Mujer,9
7533,34,Medio superior y superior,12040,Hombre,12
7534,24,Secundaria completa,4515,Hombre,9
7535,37,Medio superior y superior,1290,Mujer,12
7536,47,Medio superior y superior,10000,Mujer,12
7537,19,Secundaria completa,3870,Hombre,10
7538,24,Secundaria completa,4730,Mujer,9
7539,30,Medio superior y superior,10000,Hombre,16
7540,44,Prrimaria completa,4300,Hombre,8
7541,45,Secundaria completa,4500,Mujer,9
7542,42,Secundaria completa,7310,Hombre,9
7543,58,Medio superior y superior,6450,Hombre,16
7544,46,Secundaria completa,10750,Hombre,9
7545,54,Secundaria completa,8000,Mujer,12
7546,63,Medio superior y superior,4300,Hombre,12
7547,59,Medio superior y superior,8000,Hombre,16
7548,51,Secundaria completa,6450,Hombre,9
7549,42,Medio superior y superior,13000,Mujer,17
7550,23,Medio superior y superior,1290,Hombre,12
7551,55,Prrimaria completa,3333,Hombre,6
7552,51,Prrimaria completa,6880,Hombre,6
7553,29,Secundaria completa,5160,Hombre,9
7554,24,Secundaria completa,10750,Hombre,9
7555,19,Secundaria completa,3096,Hombre,9
7556,36,Medio superior y superior,12000,Hombre,16
7557,56,Medio superior y superior,16000,Hombre,17
7558,44,Medio superior y superior,14000,Hombre,16
7559,42,Medio superior y superior,12000,Mujer,17
7560,43,Medio superior y superior,10000,Mujer,16
7561,29,Medio superior y superior,12900,Hombre,17
7562,24,Medio superior y superior,8600,Mujer,16
7563,47,Prrimaria completa,4300,Mujer,6
7564,32,Medio superior y superior,15000,Hombre,17
7565,56,Secundaria completa,4300,Mujer,12
7566,35,Medio superior y superior,12900,Mujer,12
7567,19,Medio superior y superior,4515,Hombre,13
7568,38,Medio superior y superior,17200,Mujer,12
7569,38,Medio superior y superior,9082,Mujer,12
7570,26,Secundaria completa,5160,Mujer,9
7571,31,Secundaria completa,9000,Hombre,9
7572,56,Medio superior y superior,20000,Hombre,16
7573,35,Secundaria completa,2580,Mujer,9
7574,25,Secundaria completa,5160,Hombre,9
7575,20,Secundaria completa,5160,Hombre,9
7576,23,Medio superior y superior,2150,Mujer,12
7577,28,Secundaria completa,4300,Mujer,9
7578,70,Primaria incompleta,2150,Hombre,0
7579,25,Secundaria completa,15000,Hombre,9
7580,23,Medio superior y superior,12900,Hombre,12
7581,47,Prrimaria completa,2150,Mujer,6
7582,18,Secundaria completa,5827,Mujer,9
7583,30,Medio superior y superior,8000,Hombre,13
7584,34,Secundaria completa,6000,Mujer,9
7585,19,Secundaria completa,3440,Hombre,9
7586,26,Prrimaria completa,6450,Hombre,8
7587,37,Secundaria completa,3225,Mujer,9
7588,29,Medio superior y superior,12900,Mujer,16
7589,39,Secundaria completa,3010,Hombre,9
7590,26,Secundaria completa,6880,Hombre,9
7591,41,Secundaria completa,3400,Mujer,9
7592,43,Secundaria completa,12000,Hombre,9
7593,43,Prrimaria completa,5160,Mujer,6
7594,32,Medio superior y superior,50000,Hombre,17
7595,42,Secundaria completa,4730,Mujer,9
7596,23,Secundaria completa,10750,Hombre,9
7597,60,Secundaria completa,2580,Mujer,9
7598,58,Prrimaria completa,6450,Hombre,6
7599,61,Primaria incompleta,1935,Hombre,1
7600,50,Secundaria completa,1419,Mujer,9
7601,19,Medio superior y superior,5000,Hombre,12
7602,74,Primaria incompleta,3870,Hombre,3
7603,23,Prrimaria completa,4730,Hombre,8
7604,22,Secundaria completa,3870,Hombre,9
7605,49,Medio superior y superior,6020,Mujer,12
7606,28,Medio superior y superior,30000,Hombre,15
7607,52,Prrimaria completa,10750,Hombre,8
7608,56,Primaria incompleta,8600,Hombre,0
7609,54,Secundaria completa,6450,Mujer,12
7610,31,Medio superior y superior,64500,Hombre,17
7611,52,Medio superior y superior,8600,Hombre,12
7612,43,Secundaria completa,6000,Hombre,11
7613,59,Prrimaria completa,6020,Mujer,6
7614,44,Medio superior y superior,8600,Hombre,12
7615,53,Primaria incompleta,3870,Hombre,4
7616,47,Secundaria completa,4300,Mujer,9
7617,26,Medio superior y superior,6880,Mujer,16
7618,61,Medio superior y superior,15000,Mujer,21
7619,65,Primaria incompleta,2150,Mujer,4
7620,40,Medio superior y superior,12000,Mujer,12
7621,49,Prrimaria completa,8600,Hombre,6
7622,39,Secundaria completa,1075,Mujer,9
7623,42,Medio superior y superior,15800,Hombre,16
7624,42,Prrimaria completa,3440,Hombre,6
7625,26,Secundaria completa,5160,Hombre,9
7626,33,Secundaria completa,8200,Hombre,9
7627,38,Medio superior y superior,14000,Mujer,16
7628,20,Medio superior y superior,3225,Hombre,12
7629,48,Medio superior y superior,25000,Mujer,17
7630,31,Primaria incompleta,4300,Mujer,0
7631,55,Prrimaria completa,4300,Hombre,6
7632,19,Medio superior y superior,4300,Hombre,12
7633,22,Secundaria completa,5160,Hombre,9
7634,27,Prrimaria completa,6450,Hombre,8
7635,19,Secundaria completa,10320,Hombre,9
7636,20,Secundaria completa,3440,Hombre,9
7637,68,Prrimaria completa,1935,Mujer,8
7638,21,Medio superior y superior,15000,Hombre,12
7639,65,Prrimaria completa,5000,Hombre,8
7640,18,Secundaria completa,3870,Hombre,9
7641,51,Secundaria completa,27950,Hombre,9
7642,61,Secundaria completa,6880,Hombre,9
7643,39,Prrimaria completa,6450,Hombre,6
7644,27,Secundaria completa,3440,Mujer,9
7645,32,Primaria incompleta,3225,Hombre,3
7646,31,Medio superior y superior,7740,Hombre,17
7647,46,Prrimaria completa,5160,Hombre,6
7648,30,Secundaria completa,12000,Hombre,9
7649,25,Medio superior y superior,5160,Mujer,16
7650,53,Medio superior y superior,10320,Hombre,17
7651,42,Secundaria completa,4000,Hombre,11
7652,41,Primaria incompleta,3870,Mujer,5
7653,67,Secundaria completa,1000,Mujer,9
7654,67,Primaria incompleta,1075,Mujer,0
7655,27,Secundaria completa,1667,Hombre,9
7656,30,Prrimaria completa,5160,Hombre,6
7657,19,Secundaria completa,8400,Mujer,9
7658,29,Medio superior y superior,8000,Hombre,16
7659,37,Secundaria completa,12000,Hombre,9
7660,21,Medio superior y superior,4644,Mujer,12
7661,24,Medio superior y superior,6020,Mujer,15
7662,38,Secundaria completa,3870,Mujer,9
7663,62,Secundaria completa,5160,Mujer,12
7664,57,Prrimaria completa,3870,Hombre,6
7665,42,Secundaria completa,7740,Hombre,9
7666,23,Medio superior y superior,6450,Hombre,12
7667,18,Medio superior y superior,3096,Hombre,12
7668,63,Prrimaria completa,7740,Mujer,6
7669,58,Primaria incompleta,7310,Hombre,0
7670,32,Secundaria completa,10750,Hombre,9
7671,49,Secundaria completa,3010,Hombre,10
7672,54,Secundaria completa,5160,Hombre,9
7673,61,Secundaria completa,10000,Mujer,9
7674,38,Secundaria completa,3096,Mujer,9
7675,60,Prrimaria completa,2580,Mujer,6
7676,53,Prrimaria completa,12900,Hombre,6
7677,31,Secundaria completa,5160,Mujer,9
7678,32,Prrimaria completa,5160,Hombre,6
7679,40,Medio superior y superior,5160,Mujer,17
7680,30,Secundaria completa,4730,Hombre,9
7681,27,Medio superior y superior,1290,Hombre,16
7682,28,Medio superior y superior,10000,Hombre,15
7683,34,Secundaria completa,5160,Hombre,9
7684,26,Medio superior y superior,5000,Mujer,12
7685,63,Medio superior y superior,4500,Hombre,16
7686,14,Prrimaria completa,1500,Mujer,7
7687,60,Secundaria completa,5160,Mujer,9
7688,57,Secundaria completa,1720,Mujer,9
7689,63,Prrimaria completa,2580,Hombre,8
7690,64,Prrimaria completa,6450,Mujer,7
7691,40,Medio superior y superior,17000,Mujer,17
7692,27,Prrimaria completa,7000,Hombre,6
7693,57,Medio superior y superior,14600,Hombre,17
7694,26,Medio superior y superior,10000,Mujer,15
7695,46,Primaria incompleta,1416,Hombre,3
7696,52,Secundaria completa,4000,Hombre,9
7697,45,Medio superior y superior,14000,Mujer,16
7698,31,Medio superior y superior,5000,Hombre,17
7699,36,Prrimaria completa,8170,Mujer,8
7700,25,Medio superior y superior,5160,Hombre,12
7701,48,Medio superior y superior,12900,Mujer,16
7702,19,Secundaria completa,5160,Hombre,9
7703,50,Prrimaria completa,4902,Hombre,8
7704,49,Secundaria completa,9600,Hombre,9
7705,57,Secundaria completa,9000,Hombre,9
7706,53,Secundaria completa,12000,Mujer,12
7707,47,Primaria incompleta,5233,Hombre,5
7708,48,Secundaria completa,2795,Mujer,9
7709,55,Medio superior y superior,30000,Hombre,17
7710,46,Secundaria completa,7000,Hombre,9
7711,40,Prrimaria completa,7740,Hombre,6
7712,24,Medio superior y superior,15000,Mujer,17
7713,35,Medio superior y superior,20000,Hombre,16
7714,41,Secundaria completa,10750,Hombre,9
7715,30,Medio superior y superior,9460,Hombre,12
7716,17,Secundaria completa,3010,Hombre,9
7717,60,Primaria incompleta,3121,Hombre,4
7718,57,Medio superior y superior,17200,Hombre,17
7719,20,Secundaria completa,1290,Hombre,9
7720,55,Medio superior y superior,5000,Hombre,14
7721,41,Secundaria completa,4000,Mujer,9
7722,37,Medio superior y superior,14000,Mujer,17
7723,37,Medio superior y superior,25000,Hombre,12
7724,55,Primaria incompleta,2580,Hombre,0
7725,38,Secundaria completa,7955,Hombre,9
7726,37,Prrimaria completa,4300,Mujer,6
7727,47,Primaria incompleta,5160,Hombre,0
7728,31,Medio superior y superior,40000,Hombre,14
7729,70,Prrimaria completa,1505,Hombre,6
7730,37,Medio superior y superior,12000,Mujer,16
7731,36,Secundaria completa,4300,Mujer,9
7732,62,Secundaria completa,6600,Hombre,9
7733,71,Secundaria completa,6450,Mujer,9
7734,52,Secundaria completa,10750,Hombre,9
7735,28,Secundaria completa,3870,Mujer,9
7736,43,Medio superior y superior,12000,Hombre,16
7737,43,Medio superior y superior,6450,Mujer,12
7738,46,Secundaria completa,6020,Mujer,9
7739,39,Secundaria completa,9000,Hombre,9
7740,29,Medio superior y superior,12900,Mujer,17
7741,35,Medio superior y superior,11000,Hombre,16
7742,29,Medio superior y superior,1720,Hombre,16
7743,47,Medio superior y superior,1500,Mujer,12
7744,45,Prrimaria completa,4300,Mujer,6
7745,28,Secundaria completa,3870,Mujer,11
7746,53,Secundaria completa,3225,Mujer,9
7747,64,Secundaria completa,6450,Hombre,9
7748,37,Primaria incompleta,4730,Hombre,4
7749,29,Prrimaria completa,6450,Mujer,6
7750,52,Primaria incompleta,3870,Hombre,0
7751,59,Primaria incompleta,3440,Hombre,3
7752,47,Prrimaria completa,5160,Mujer,6
7753,44,Prrimaria completa,9460,Hombre,6
7754,58,Secundaria completa,8600,Mujer,9
7755,53,Secundaria completa,5160,Hombre,9
7756,18,Prrimaria completa,4300,Mujer,6
7757,36,Medio superior y superior,8000,Hombre,17
7758,58,Prrimaria completa,2064,Mujer,6
7759,42,Prrimaria completa,12040,Hombre,6
7760,39,Medio superior y superior,26000,Hombre,12
7761,35,Prrimaria completa,4300,Mujer,6
7762,24,Secundaria completa,6450,Hombre,9
7763,33,Medio superior y superior,9460,Mujer,12
7764,36,Secundaria completa,9030,Hombre,9
7765,30,Medio superior y superior,4300,Hombre,12
7766,48,Secundaria completa,4300,Mujer,9
7767,70,Prrimaria completa,2150,Mujer,6
7768,53,Medio superior y superior,12000,Hombre,12
7769,55,Prrimaria completa,10750,Hombre,6
7770,27,Medio superior y superior,2150,Hombre,16
7771,34,Medio superior y superior,4000,Mujer,16
7772,35,Medio superior y superior,12000,Mujer,18
7773,50,Secundaria completa,8600,Hombre,9
7774,41,Prrimaria completa,6000,Mujer,7
7775,49,Secundaria completa,8600,Hombre,11
7776,28,Medio superior y superior,2580,Hombre,12
7777,32,Prrimaria completa,3010,Hombre,6
7778,31,Prrimaria completa,7525,Mujer,6
7779,31,Medio superior y superior,13545,Hombre,12
7780,36,Secundaria completa,5160,Hombre,9
7781,46,Secundaria completa,6020,Hombre,9
7782,36,Primaria incompleta,4300,Hombre,2
7783,52,Secundaria completa,1500,Mujer,9
7784,52,Medio superior y superior,16000,Mujer,16
7785,59,Medio superior y superior,70000,Hombre,22
7786,31,Medio superior y superior,6450,Hombre,12
7787,52,Medio superior y superior,12000,Hombre,15
7788,51,Prrimaria completa,10750,Hombre,6
7789,45,Medio superior y superior,4300,Mujer,17
7790,53,Secundaria completa,6450,Hombre,9
7791,50,Prrimaria completa,5160,Hombre,6
7792,25,Medio superior y superior,12000,Mujer,16
7793,53,Medio superior y superior,21500,Hombre,12
7794,18,Secundaria completa,4200,Mujer,11
7795,27,Medio superior y superior,12900,Hombre,12
7796,19,Medio superior y superior,3870,Hombre,12
7797,38,Medio superior y superior,9000,Mujer,16
7798,54,Medio superior y superior,6000,Mujer,12
7799,39,Prrimaria completa,4300,Hombre,6
7800,17,Prrimaria completa,3870,Hombre,6
7801,31,Secundaria completa,4300,Mujer,9
7802,32,Medio superior y superior,7525,Hombre,12
7803,37,Medio superior y superior,4300,Hombre,12
7804,32,Primaria incompleta,9000,Mujer,0
7805,36,Medio superior y superior,8000,Mujer,17
7806,40,Secundaria completa,12900,Hombre,9
7807,42,Secundaria completa,7000,Mujer,9
7808,34,Secundaria completa,10000,Hombre,9
7809,38,Secundaria completa,5160,Mujer,9
7810,53,Prrimaria completa,4400,Mujer,6
7811,60,Primaria incompleta,6880,Hombre,3
7812,34,Medio superior y superior,5590,Mujer,12
7813,25,Prrimaria completa,4500,Hombre,7
7814,35,Prrimaria completa,4300,Mujer,6
7815,25,Medio superior y superior,10750,Hombre,12
7816,28,Secundaria completa,2580,Mujer,9
7817,29,Primaria incompleta,1290,Mujer,1
7818,63,Primaria incompleta,4300,Mujer,5
7819,18,Secundaria completa,10750,Hombre,11
7820,40,Primaria incompleta,3870,Hombre,2
7821,75,Medio superior y superior,10000,Hombre,19
7822,30,Prrimaria completa,4730,Mujer,6
7823,21,Secundaria completa,7740,Mujer,9
7824,38,Secundaria completa,6880,Mujer,9
7825,26,Secundaria completa,3600,Mujer,9
7826,54,Secundaria completa,12900,Hombre,9
7827,64,Prrimaria completa,4300,Mujer,6
7828,60,Prrimaria completa,4300,Mujer,6
7829,18,Secundaria completa,1720,Hombre,10
7830,39,Prrimaria completa,1720,Mujer,6
7831,52,Medio superior y superior,20000,Hombre,17
7832,46,Secundaria completa,1290,Mujer,9
7833,31,Medio superior y superior,6450,Mujer,14
7834,31,Secundaria completa,6450,Hombre,9
7835,44,Medio superior y superior,15000,Mujer,14
7836,45,Secundaria completa,10000,Mujer,10
7837,19,Prrimaria completa,3440,Hombre,8
7838,28,Medio superior y superior,10750,Mujer,14
7839,28,Medio superior y superior,6450,Hombre,14
7840,35,Medio superior y superior,9000,Hombre,17
7841,52,Prrimaria completa,1500,Mujer,6
7842,57,Primaria incompleta,6450,Hombre,3
7843,74,Primaria incompleta,4214,Hombre,0
7844,73,Medio superior y superior,20000,Hombre,17
7845,62,Medio superior y superior,20000,Hombre,18
7846,45,Prrimaria completa,3440,Hombre,6
7847,15,Secundaria completa,1290,Hombre,9
7848,17,Secundaria completa,4000,Hombre,10
7849,54,Prrimaria completa,5160,Hombre,6
7850,54,Primaria incompleta,1290,Mujer,3
7851,72,Primaria incompleta,4644,Mujer,0
7852,64,Prrimaria completa,9460,Hombre,7
7853,78,Primaria incompleta,3440,Mujer,2
